"u" "t" "z"
1.78168941450527 0.726795451752004 1
0.00940317211973886 1.94141053257174 2
2.04548344242145 0.293521292247875 1
0.514375571891963 0.966693512883286 1
2.88697630867463 0.223939707866923 2
1.18203007522619 0.182927892216888 1
0.794203933010328 1.24229844964901 3
0.387853694693369 4.19040846561048 3
2.83321187026667 0.491229202603038 2
2.45190368073841 0.43913909725999 2
0.20747010017163 1.27409723522036 2
0.361366814503506 1.80551445198787 1
0.785560431463578 0.363057733190742 3
0.580454205118798 0.227847201451665 1
0.527613319813705 0.654001782577208 2
0.691477196963431 0.582798344678195 2
1.16905546571273 0.473514823760938 3
0.9272886314462 2.01952077316595 1
2.27158800662567 0.178133866026989 2
0.552971421154567 0.105825463061403 2
1.99678054144609 0.825077021201559 2
0.647367887166102 0.269784262444311 2
0.0132871607077746 2.21690234654528 3
0.302626161616233 1.28866937542922 3
0.218044885999089 0.964315136064726 1
0.937671613144499 0.768632506353135 1
0.572438788903865 1.58157666125764 1
1.61736505573883 0.821301435145045 1
0.214828273496101 0.968274711003288 3
2.78508477489475 0.304981341866972 3
2.42343324135159 1.5582083688986 3
2.8921649059328 0.534896605911461 3
2.94726460452288 0.214460016661304 2
0.976687966771136 0.85799394544124 3
2.56717822797715 0.782034440482189 2
0.473003978070546 0.74464860777051 3
0.027200364943426 0.93161995994691 1
1.34258120242346 1.37117505342226 2
0.510964326596814 0.848902793164711 2
1.35881148318835 0.560524784110115 3
1.11428940948564 1.043376498624 1
0.486950561881986 0.191296337261399 1
0.552723638236296 0.66005423816601 3
0.882934376027233 1.41464894510102 1
1.39427872083147 0.482419046430851 3
0.549020367236303 2.89922198492546 2
0.00527607773868173 3.0542676684409 1
1.98825980515161 0.664367032618742 1
1.34837186667449 0.526803038495817 2
0.56742068305954 0.0374532454723083 2
0.485275673129752 2.25894927720606 1
0.222069240442783 2.65173834619181 1
2.11712692035781 0.760807899551248 1
0.0718247903606303 0.973466802055559 2
1.35178602457877 0.179119514806173 1
1.90560819973027 0.522522369111191 3
1.85473634571274 0.898503013265189 1
1.67304458882879 1.14082330465829 3
0.935354875074288 0.274977566786513 1
0.837708440490947 1.72636569065734 1
1.82368747079541 0.528983758432532 2
1.32769538321635 1.04818212030538 1
1.23325493832495 1.07944666110165 1
1.90863650096692 0.276544644266825 3
1.09828686378397 1.28260135815549 1
1.14940255692278 1.23722056517111 3
1.58372904274017 1.16354983497046 1
0.67416436357404 1.18039532775266 2
2.37908910971562 0.34188461023489 3
0.92510735879331 0.661540891275693 1
0.777730604733406 0.46934398316801 3
1.42321753344112 0.17624086563966 1
0.131127898184658 1.76865851858932 3
2.79745985881729 0.51240178072342 1
0.889643273769295 0.262024817569749 3
1.19249189472857 1.37369786107271 2
0.957901402734611 0.409151939301238 2
0.28164366390249 0.131250013463791 2
2.22533223913707 0.306552671421411 2
1.57935217634817 1.70339648396616 2
0.663390984560671 0.501970632789235 2
3.71485720068598 0.246488965827138 2
0.311891561313861 0.247569053058309 1
0.696571162502532 1.37491260322245 2
0.525476582501537 0.138656083677272 3
1.10826661163725 0.199183752452516 2
1.06873127224746 0.440001288785745 3
0.00264564780414549 5.37231364574287 1
0.538405851062606 2.54181858043086 2
0.775547613171065 0.238237175998691 2
2.78090432760726 0.01846351917088 2
0.830781727986589 1.78925006134155 1
0.0361139040486453 5.75967161726381 2
0.236679209848267 1.91304948362696 3
3.15195888391462 1.10834933164745 1
0.0556880931911457 1.68128552924438 2
0.465473385326438 0.130252099888916 2
0.741273960253384 0.464425321134754 2
1.42088417607678 0.381923772314123 2
1.14107068893623 0.13993285235062 1
0.260034025878228 1.25844796887689 1
0.625775816285985 0.965799539614187 3
0.384258256250574 3.61580103360268 1
2.09019032962515 0.524164767895931 2
1.53359565870377 0.517877223516936 2
1.04585511051944 0.974246433613821 1
0.691181264872247 1.39310815171721 1
2.61607142190739 0.428861617833131 3
0.445782493505083 0.0876397131059635 2
1.20594259430556 0.366260817091239 2
3.39189268711385 0.55683543179243 2
0.0528231085502507 0.989642520931338 3
2.62393079093871 0.162580481794691 1
0.127552264598338 1.01001799707779 3
0.00856647286534745 6.48488709928955 1
0.895433361532798 1.2638963016686 1
0.867117958284476 0.772540168038073 1
0.654906855740761 0.123146109530088 3
1.11301967761194 0.224853463506396 3
2.0365156430716 0.15555480701734 1
0.270637974431335 1.94891743709164 1
0.140961031713127 0.598623083076076 1
2.74501177753323 0.125449308770952 2
0.758707603202789 1.23081073693517 2
0.0200753411797353 1.50494030237011 3
0.906359522565122 0.987676554190961 2
2.55073553321581 0.337669903140406 2
0.750011806484865 0.56468995673399 3
1.89645597953838 0.114464041744705 3
0.00591731179940067 3.93071976860338 2
2.0782565084544 0.983574979961477 2
0.0563391142607596 1.102747459063 3
1.51928568849566 0.618327347314561 3
2.47900321760229 0.296049210959038 1
1.61174609139918 0.163704644767133 1
2.13056648821282 0.0541685401435988 2
2.50410178681605 0.82743724490245 3
0.115659492731859 0.66886607548089 1
0.990703211426127 0.68941596503894 2
0.00859608491727035 4.23882037602314 1
2.19173034654046 0.522929893575517 1
0.728300407709121 0.104440908614021 3
0.132575134569333 2.94986421520331 3
3.31424143406744 0.0293924004607917 1
0.284901905774875 0.794096250845429 1
0.781887253276543 0.388180141515794 3
0.0755893807926811 0.839159943235443 1
1.41275582143673 1.92390525365591 1
2.98389740725604 0.344238006831488 2
0.0301551791459846 4.27921095877712 2
1.59395050086268 0.487376591295326 3
0.150476865820724 0.0549607554438936 1
1.54991287865729 0.182836989754866 3
4.84228508184754 0.24616445621806 3
1.31227848870704 0.181710868019684 3
1.13166776193792 0.0626955724728792 2
0.265759302585771 1.26334366939476 1
0.0381635612183974 6.8008842820223 1
1.70316562196013 0.0386815345236306 3
0.190230493782571 3.78435203955063 1
0.763501116823551 0.667644092430841 2
0.967106266758388 0.336754528474517 2
1.21219193662033 0.496217156232696 2
0.55655325479715 0.269927794164718 3
0.172717970859016 0.409965767026346 1
1.5154122630932 0.460660288051537 3
0.697154293545061 0.3803365941026 2
4.16190143765218 0.631008813132772 1
1.76767238333938 0.353449675354761 2
0.569482427469667 1.70337958745307 1
0.27787285013058 3.0936258934862 2
4.60788552204782 0.484604668365528 2
0.254424325169648 0.66051525237465 2
0.656353411117632 1.61819510119902 1
1.84300240004792 0.610142502533038 2
0.882224793624335 1.47553032996443 2
0.15233263419617 1.26213975962094 2
0.0121012750607523 1.95408298018212 1
0.731970795926978 1.01918915806591 1
0.146233145747082 1.48289612753937 2
2.20892289694274 0.0650968557279217 2
0.76609762857479 2.34004339927607 1
0.198614247150694 4.24223716720159 3
2.04906597920199 0.728372692792027 2
3.39023711529829 0.817786215229522 1
2.85749589321609 0.19353437230882 1
0.0104896472681044 6.94531526825553 3
1.4178824424124 0.19543538369561 3
1.25785508047877 0.227033464184496 1
0.765301203341668 0.836603050077332 2
0.112674688183757 2.36768258070275 2
3.07334750945295 0.378524620426164 2
0.0856861744740735 0.063435584853354 3
1.99373145597484 0.425634935160222 3
0.603272366605439 0.549902085615666 1
1.6828569079393 0.0652974528400975 1
0.120321606411946 0.383609408564014 3
1.56568518312862 0.445178217522541 3
1.8806716509514 1.51847815053021 1
0.919683409124475 0.54100636729026 3
0.464216349046068 0.113401476808576 1
0.795809677209061 0.636359749445388 1
2.11947276870763 0.039358020942999 1
2.32883274156052 0.0236936880139395 1
0.3993818371897 0.393195122608488 1
1.4299763008704 0.3362166693363 2
0.657654241780926 0.937186701307454 1
0.351166496244506 1.66221759825535 1
0.0963364732946822 0.784958449544239 2
0.140459935635079 1.21177301038358 1
1.0618750179264 0.166176084843492 1
2.34783569289654 0.870851634160337 2
1.88739205736116 1.01502631289399 2
2.84127541146028 0.00379432331720513 1
0.322657723961458 0.357624233060171 1
0.473362058638213 0.1759080792683 1
0.907679657515794 1.5265614046352 1
1.13454736099087 0.494854699032559 3
0.467086550237359 0.670536187112872 1
0.698207584246209 0.183302983097429 3
1.20310876877764 0.27758108588038 1
0.00331654478827395 3.56022181519575 2
0.836205150923262 0.828282376983889 1
0.745940867858501 0.636255356588113 1
0.790837124405187 0.00907594366974074 3
1.24467083710806 0.295428797164799 2
0.146647567803299 1.52166383978675 1
0.146877281770641 3.39621750509541 2
0.218720886629087 1.42221359984162 3
1.63096762234103 0.379959211322486 1
0.655968612272855 1.00209611752204 2
4.93070700316364 0.798926910151031 2
0.279508697949094 0.768459674560244 2
1.71894887203859 0.454191843916119 1
0.778073011333564 0.17581299548824 1
3.57725558291098 0.318324379478024 2
2.28786741411619 0.454060621868761 3
0.702849939202843 0.0231889208695625 1
2.11316293381644 0.261567279518366 1
1.24709526147958 1.92212879306073 2
1.58627267990589 0.462667219826394 3
3.67913671671996 0.279642129272963 3
2.68937041401946 0.77592803756191 3
0.929863096691582 0.102516323832405 3
0.400926093480555 0.196264978958238 1
0.622454725093151 0.457470721728303 1
1.43766183267125 1.1231164300497 1
0.977062566680506 0.0666453370093698 3
0.938117991280916 0.527873811962707 3
2.30088378687255 0.155549908538395 2
0.0301218123912222 8.38400105105015 3
0.410955233307768 1.58167313185308 3
0.907628109299975 0.481672477357946 1
0.572633808013908 0.938327158478476 1
0.188109570120042 1.09497151591553 1
1.85257599999757 0.803175924659746 3
4.4406704768634 0.045139282443759 2
0.117264195742387 0.90842400739997 2
0.780840354197541 1.53219696647129 1
0.0132895611824893 5.85405806379586 1
0.0912946221747231 1.21509733450104 2
2.74387139445445 0.627643413662985 1
0.702421066837766 1.00135951763257 3
1.21602578336947 1.57135335625359 2
1.51088530472254 0.427940789436288 1
0.503238606943053 1.93869079109928 1
2.40764105577869 0.16308670773582 3
1.6156742027624 0.818466140751887 1
1.29166300244366 1.05619586214242 3
1.59362340495537 0.712965043702369 3
0.372970793883123 0.869308820515071 2
0.429365467430323 0.70426881411376 1
1.02734616256489 0.668371385994722 3
0.392965313988875 0.136863982908926 3
2.04961317624076 0.132927648130954 1
0.386291824902917 0.755970608370283 2
2.36012468195756 1.00546767608477 1
2.00308452636794 0.0482518224078406 1
1.64818764918738 0.65908955505209 1
1.55952691736248 0.635780760461165 2
3.82237228008913 0.051235860657364 2
3.1246229678173 0.566834149190172 2
0.485365162194412 0.410501157885418 3
5.59756424530111 0.0354825810394011 2
2.14045486392152 0.175256670721612 2
0.262321470314446 0.521172646375008 1
1.56545196330772 1.04521570450263 1
0.747967351831394 1.36948844162002 1
1.43552556265352 0.560272903385367 2
0.947522547692949 0.844505363600434 2
1.86489575968576 0.853357991449301 3
0.273191959470916 0.680392011435888 2
0.0659857232686432 4.28767860718111 1
0.145144423979473 1.332986314271 2
0.653291255206674 0.400879198994785 3
0.396513500951491 1.4914405074811 3
1.10913216012709 1.68203938676689 2
0.799714268355103 0.474318799786596 3
0.900943028084454 1.53866897236064 1
0.248070254507446 0.367315666799316 3
1.16226715151685 1.25735321141928 3
1.37427203777056 1.02547520541068 2
1.86555626645567 0.980987411172292 2
0.473122157526989 0.329853151251142 2
1.9022344881156 1.35750019514533 3
0.338690577446506 0.462350836687291 3
0.417083733730179 0.300983526313107 2
0.553046222667289 0.673314585592691 3
1.86464212117661 1.25018290853508 2
2.14363366342184 0.484961785750904 1
0.7475594489928 0.741465557489005 1
0.389129683611793 0.87630019366336 1
0.498836377994405 0.090913875658606 3
2.3144788591725 0.725694400343131 3
0.039239747729708 0.487773302321826 1
3.18775858165725 0.583256572805037 3
1.4521033319698 1.08252422610814 3
0.240797641642595 2.49668655597844 1
0.00278556761221701 5.0033381750881 1
0.657641503208773 1.65159694627008 1
3.14406131169337 0.302853914357358 3
0.690878585041516 0.742563980311602 1
0.146869825773606 3.1570394739154 3
1.43386079230184 0.501613106482413 1
1.16728128702354 0.362449748193585 3
0.308489493958652 0.488011651658569 2
0.291904471621803 1.23507619807275 3
1.42793477182117 0.0154141092589252 3
1.10983992347326 1.14645553331443 1
0.901163928780353 0.250677836800322 2
0.224083349273486 1.91338735443062 1
0.416226755106382 2.68111872823193 3
0.083175192748454 0.407556724958665 1
0.875745375371197 1.37657502462882 1
1.64842928714919 0.644094950156999 1
0.535391401608948 0.100696118112514 1
0.440756892481218 0.377059416700161 2
2.21259026130961 0.174557491820531 3
1.08583298841163 0.327190378208162 3
0.485055744976588 0.347545708927335 2
0.563480855051795 0.220132286617552 1
0.925208890589271 0.272574380693639 1
2.13258650862409 0.356270068174618 3
0.991482485522088 0.268432228909298 2
0.212201107826926 0.069970124574416 1
0.130960192638969 1.53419517772004 3
0.769271260460493 0.289163873158496 3
2.14584721492391 0.887454309812915 3
1.87475956082268 0.35354953060202 3
0.608391875308506 0.647911763050257 3
0.901258206090007 0.906116050384055 1
0.669412405905548 1.62132804421259 1
0.104673523616826 0.381996478787905 1
0.416351384024468 0.707866729876763 3
0.0693501374013021 3.95469961571631 1
0.102306593325016 2.66793912140395 2
1.54356325927074 0.508862188447003 1
0.588012157534324 0.387272632821526 2
0.117490716899843 3.17030080986778 2
0.360375018099137 2.47667897610573 2
3.61616173721857 0.322734658568231 1
2.2256914148955 0.29705735224032 2
0.545947329428122 0.0189326331112447 3
0.997379540727332 0.129784687683992 3
1.89380846620929 0.913344485588095 3
5.21311507757899 0.786325686138981 3
0.917828966533648 0.330618937023451 2
0.780671798665805 0.964752537596974 1
3.64343518304017 0.310331958779879 1
0.988710741589685 1.22354617586596 3
1.55319761554022 1.71293804753974 1
0.639359569826678 0.058194448043108 2
0.00271948655712605 3.03224776990493 3
1.07259687109999 0.441509099203966 2
1.68013724477438 0.304596233812151 2
0.153270777870849 1.04376402541196 1
0.805159068410757 1.75601949825178 3
0.0853021438712369 2.43706471607073 1
2.33828165767566 0.547491555510906 1
0.833755320557061 1.20614347334461 2
0.205753155945963 1.0817657917159 3
0.847285947825242 1.21569721678113 2
1.30005183709725 0.469452280052731 3
1.56222710804205 0.875891146751105 2
0.402644469230698 0.370286002681628 1
1.78581189716459 0.123709234503578 1
1.01012015268065 1.89026059147422 2
1.12201281937079 0.765071320126262 3
0.228754592977903 0.0683234416911812 3
1.89537538116659 0.151821088899184 2
0.471414703287141 3.25613401588716 1
2.16806108865492 1.12582726291119 1
0.149172244241406 0.835738379242296 1
0.25989782147142 0.221221569220202 2
0.398982629627511 2.7652519672092 2
0.0728699975816913 2.35685654159181 1
0.0475148696353123 1.00660560231014 2
3.35611690685722 0.771704602099456 1
0.104996007626136 2.58431830396916 2
1.99550575410437 0.541343887110718 3
0.279858163508132 3.36657670234966 3
0.462893464742471 2.18852802476498 3
0.838583250062503 0.254706300748065 2
2.32895728220484 0.0934404848298384 2
0.3487512900891 1.37945784150817 2
1.05536868695857 0.0934191662619432 3
1.46214195726632 0.302049619426724 3
0.306871508637391 1.36055477850559 2
0.241022698777218 0.187546149691551 2
1.13030162504743 0.499610991186964 1
0.154361261809887 0.500162762010242 2
0.358184103479185 1.217487072996 1
0.171658816862812 2.98962281349867 1
0.493266714185342 0.143656498126925 1
0.120854463011306 2.11098512239651 3
2.43811762248768 0.116582862749334 1
0.0745533295752096 1.65178313798473 1
0.852758413704159 2.68933165933922 1
0.373626302701559 0.801723649336666 1
0.813623292181676 0.360920983260762 1
0.12631789560936 3.82062887620834 1
0.801595376505537 0.988153819982439 2
0.4062322708122 0.397079551387744 3
0.523241986467 0.177049266060752 2
2.08772994657697 0.816462641657662 1
0.258436329254626 0.82764326512571 3
3.63987890916127 0.725950014516361 2
0.108420771160758 1.90282665516759 2
0.943124600467809 0.162618831324322 2
0.486215252481599 0.262531423879047 3
3.3693442404307 0.448011588376473 1
1.482182094678 0.417291688101962 2
0.0448791768176214 0.676248116895888 2
1.23995144807476 0.431129791872026 2
2.62400325266345 0.175100248103656 2
0.782215937235545 0.348143133495313 2
0.625739927445025 1.70239908407526 1
0.126611164364251 1.30682924589274 1
0.474881040990696 0.0653740363871268 3
0.429545974656658 3.02283492656648 2
0.0606287787496535 6.60575336104928 2
0.0259939901708532 6.72222264439378 2
2.16881429424729 0.099895461323461 3
0.0335310557560818 1.87674371056564 3
0.720383771392037 0.294113289503391 2
0.344555708191659 3.63330710261753 1
1.5912551305185 0.831592939984429 2
0.135979724776582 2.24807517583075 1
0.695412683175185 0.931340217839825 3
0.555293434154507 0.165993122521838 1
1.6648897138191 0.374172096296406 2
0.82537203082294 1.26594534349687 1
1.56364410731326 0.0343081880697869 2
0.807771503508285 0.988431184639864 3
1.64584871324828 1.02104824678649 3
0.468941166754377 0.828348311246725 2
0.00161170084966215 5.60543723087651 3
0.834973292513968 0.0104816354949548 1
0.461204405850004 1.00270598666823 1
0.647325424492597 1.51320775852004 1
1.88111390568182 0.445805931350934 1
2.00626286274529 0.157289984853181 2
0.850034173368257 1.12645478338081 3
1.71959032776365 0.224465330171434 1
0.250961469050789 2.52262708481027 1
0.149725673056511 3.11763867125743 1
2.99172554527848 0.860440823976588 2
0.377610210849205 0.427319320805878 3
3.47377034343897 1.0395150546507 1
1.75860472209145 0.802436227558379 2
0.170808865920882 4.1452207976442 1
2.21918495204154 0.502232252660882 2
0.020555407347634 0.146757482540153 1
0.452227750798208 1.83187655975183 3
0.162498571696562 0.280413084620097 2
0.970751552442451 0.0267132089782383 1
0.000284553764214356 8.76199683467568 1
1.84610859572491 0.806049340339894 3
0.582840285231786 1.29934182195964 1
0.115095637613147 0.577786099146554 1
0.461371004937312 0.421065624915183 3
0.838426508314839 0.534295359700172 3
0.409558700959737 1.71330969568048 1
0.566183099913999 0.969774245690887 3
2.69002830757942 0.366741543691787 2
0.0395762042601897 0.721322945081706 3
2.58641891182887 0.852024661535675 2
2.82249957386195 0.792414805275911 3
1.53761181237119 1.01858058073963 1
3.31935787138829 0.576224954283143 1
0.0616646543987167 2.1504300314268 3
0.821957545464722 0.48619795037105 1
2.45505905257317 0.139674151464881 3
1.28984246840392 0.296052291399342 2
0.495164762530795 0.18034398979346 2
1.29467196140142 0.414930040622116 2
0.427118009004151 1.35785401997659 1
0.744439166432565 0.986482986740696 2
1.4770768995019 0.710954282142533 2
0.206007696063583 1.33668670733808 2
1.82568966775106 0.946500858003707 2
0.136646353400031 1.54539706585416 2
0.627972298459126 0.417744241814951 2
0.395129748167081 0.0486342299650552 3
0.993852314880732 0.429612866581174 3
0.787935934722311 0.989506240190832 3
5.35749152039847 0.474127817575939 3
0.397424257508547 0.716747786868206 3
0.0443475005012192 0.198824050842024 2
2.06189945659228 0.270528731846255 1
1.14456097247715 0.0917009819437581 3
0.395472681160423 2.51707956098203 1
1.7403403665667 0.552489468150442 3
0.23545398869856 0.0347144314895635 3
1.4747153857047 0.749639066683134 2
0.0161719225765105 0.53054989468798 1
1.18205350296619 1.0862438865015 2
0.357201892429602 0.0992177649971842 3
0.872890672780929 0.156535935786115 3
0.852965097138959 1.36468698526399 2
3.37591083978987 0.891426184291403 1
0.371863094245036 1.64723265063375 2
0.285837181952831 3.6327366538558 3
1.37506737348143 0.441922032297865 2
1.42326978746631 1.15512093860162 2
0.780525717258495 0.914763859049194 3
1.11732362845063 0.102213325505628 1
2.03363129330434 0.580825334283193 3
0.606848066938383 0.437134195727567 1
0.240952630737602 1.30470629590002 1
0.807914694317189 1.29028957030152 3
3.01644556928295 0.112878297722727 3
0.410609486130937 1.75243897388387 1
0.54041750893811 0.0233944760925533 3
1.75828445112561 0.238380704694583 3
0.906426633799959 0.228970288297265 1
0.41343794290881 0.374885542591728 3
3.58089555327003 0.392846319108132 3
1.40528877325329 0.0327339882858219 1
0.518392060573349 0.135372543090362 3
0.768916943456769 0.207168204850817 3
0.26335736942409 1.43846097301595 3
0.552399364446507 0.150609614419932 1
0.657096485031259 0.579633405862575 3
0.707527578126483 0.159213830541313 3
1.17371721476471 0.623041552352522 1
0.816235026311761 0.454838403411155 1
1.02404345478549 1.2505093426233 3
1.11128521994916 0.542536959606308 1
0.696272999166031 1.48534375256408 1
0.0429578360442414 0.639665428549212 1
0.0593658656462427 1.3849879940062 1
0.854530547874266 0.57752980651715 2
0.306159681107072 0.134231546826849 1
0.450145364627631 0.103671021834576 2
1.39611805037729 0.69901283787922 2
0.0161038327251176 3.91481929562386 3
0.436682811394623 0.833958216929297 1
0.185237756982799 0.665138624827391 2
1.83308275381996 0.227221106162586 1
1.85997621319692 0.0932862388193732 1
0.767209520329918 0.257574073555536 1
0.842716785264 0.830390099577633 2
0.724400568309813 0.276451439338048 2
0.0493825960999399 0.990625086424145 1
0.170372639675943 2.18950667666734 3
0.121456876133359 0.950734515020354 1
1.47991383880343 1.21894148323774 2
2.79344596732734 0.621286305674125 3
2.90111684894621 0.239217114365208 3
0.921546965358331 0.747658793019039 1
2.14725516385475 0.454837040715565 3
4.5177647163501 0.0867970337488973 1
1.33598752570886 1.10043644571033 2
0.395738924615925 0.838475599261489 2
1.94768661451442 1.11599937661897 2
0.843917154260054 0.0156611526049631 2
0.983061261504669 0.191329545963322 2
1.42208567326928 0.5928424107872 1
0.617936087173463 0.177206626157325 3
0.233969401471409 0.0324232455539015 2
0.104662406673752 5.7341353422759 3
1.85227294441223 0.513525536318037 2
1.09625193230965 0.659731423506805 3
2.09883691094074 0.0245696006970188 1
0.0378298632721439 2.70106774705553 3
1.49687862460216 0.366859334726984 1
2.18039500858008 0.636825319857405 3
0.169749664029896 1.42110574692525 2
0.394746061210661 0.0100758858315375 2
0.584229078151303 0.0917231599392962 3
1.11791152696539 0.254680652779032 2
0.478096191163708 0.346633296552701 1
1.45315354049275 0.563841975959528 3
0.310495387771489 0.322255691084804 1
0.859576469638732 2.2953669983177 3
0.823182720941971 0.119173303174867 2
0.82460062938103 0.423444375338485 2
0.370555368529105 0.0196270786191559 2
0.406904356794805 0.0662612121025418 1
0.97777666950599 0.660482444165399 1
0.632719397882364 0.463819190377075 1
0.973939492649857 0.220834794209233 1
0.546610553599053 1.58448594810895 3
0.608302504628923 0.845807625779639 2
1.59584058291003 0.504312588190041 3
0.800652047606508 0.322892473178408 3
0.737780279491937 0.872735032684091 2
3.64731061549886 0.849039652248171 3
0.281349374437251 2.35430109958346 3
2.11979702646765 0.285264897244351 1
1.66061630863352 0.249568243025944 2
0.971959452816134 0.232484179806951 1
3.26400682258643 0.350102516702791 3
1.03771018950926 0.0839907406212294 2
0.123386258122998 0.464501512631258 1
0.916321094990032 0.035504235507094 3
1.25205739473116 0.444957648148538 1
2.78347878396705 0.984338992542343 1
0.767087098278414 0.670610495358415 3
0.467542317601723 0.493241387652116 1
0.28817929457129 1.82468003309735 3
1.30520040475399 0.399184430915528 3
0.137159332955209 2.25064199025938 1
0.69010558214894 1.03521096001198 1
1.44222891467579 0.614385642032839 3
1.58900516192259 0.532635722955551 2
